title,text,subject,is_fake_news
 Accused Child Molesting Senate Candidate Roy Moore Sides With Putin Over Reagan (VIDEO),"Ronald Reagan is largely seen as the Messiah of the Republican Party. Despite how long it has been since the man was president, he has always remained the high standard of GOP morality for potential office holders. That is, until now. Reagan is likely rolling over in his grave at the idea of the state of his party with Donald Trump as its standard-bearer, and he s likely doing the same at the prospect of a bigoted accused child molester like Roy Moore (R-AL) being the next GOP Senator from Alabama. Well, now Reagan has another reason to hate Moore: He s clearly in the pocket of Russian autocrat Vladimir Putin just like Donald Trump is.During an interview where he s talking about Americans being the face of  evil  in the world right now, Moore indicates that Putin s harsh and murderous treatment of LGBTQ people in Russia is something he would like to see happen in the United States. Then, he does something most appalling, and goes on to give Putin a message in Russian. Now, no one knows where a bigoted, backwoods buffoon like Roy Moore would learn Russian. After all, he s barely left Alabama, where he has spent the last 40+ years wreacking havoc and just basically cementing Alabama s place as America s bigoted boil on the butt of humanity wherever and whenever he can. However, he managed to learn enough Russian to dog whistle to Putin in that interview. That should disturb us all. Not only is the man being a homophobe, a racist, a misogynist, and more than likely a child molester, he s also a Russian stooge.America, we can do better. We have enough Russian puppets at the highest levels of government. Lord knows we don t need one in the United States Senate.Watch the appalling video below:Please watch this until the end, Roy Moore sides with Putin over Reagan, says that America is the focus of evil in the world, and sends a nice message to Putin in Russian. pic.twitter.com/wFgDkvzEhT  The Reagan Battalion (@ReaganBattalion) December 10, 2017Featured image via Drew Angerer/Getty Images",News,yes
Senate leader McConnell sees a more collegial 2018,"WASHINGTON (Reuters) - U.S. Senate Majority Leader Mitch McConnell on Friday said a shifting landscape will lead him to work with Democrats on immigration and financial regulation early in the new year, following a year of acrimony and partisan legislation. In an end-of-year news conference, McConnell touted a list of Republican accomplishments since President Donald Trump took office in January. It started with the confirmation of Neil Gorsuch to the Supreme Court and ended with an overhaul of the  U.S. tax code. But in January, McConnell’s already razor-thin 52-48 Republican majority will shrink to 51-49 with the swearing in of Senator-elect Doug Jones, the Democrat who surprised the political world with a win in a special election in the deeply Republican state of Alabama. Adding to McConnell’s difficulties, special Senate procedures are fading that allowed him to pass a tax bill and try to repeal the Affordable Care Act this year without any Democratic support. That means that McConnell’s victories - if he has them - will require more collaboration and less confrontation. The pivot was the centerpiece of his news conference remarks.  “There are areas where I think we can get bipartisan agreement,” McConnell said. First on his list was legislation to change Dodd-Frank banking regulations that he said would help smaller financial institutions. The Kentucky senator noted that Senate Banking Committee Chairman Mike Crapo has advanced legislation that is co-sponsored by several Democrats. McConnell also pointed to bipartisan efforts to help undocumented immigrants, known as “Dreamers,” who were brought into the United States when they were children. If negotiators from both parties can come to a deal for the Dreamers that Trump’s administration can support, “we’ll spend floor time on that in January,” McConnell said. On Thursday, Senate Democratic Leader Chuck Schumer complained that throughout 2017 Republicans “have been hell-bent on pursuing a partisan agenda.” When asked by a reporter of possible bipartisan successes in 2018, Schumer pointed to the need for infrastructure improvements but said that Trump has been “all over the lot” on how to accomplish road, airport and other construction projects. With the November 2018 congressional elections approaching, Democrats might have less incentive to cooperate with Republicans, especially after Schumer’s party won decisive victories in special elections this month and last in Alabama and Virginia. McConnell hinted it would be tougher to find agreement with Democrats on some other legislative issues, including welfare reform, which Trump says he wants to push ahead with in 2018. McConnell said he would consult with Trump and House of Representatives Speaker Paul Ryan in January over prospects for welfare reform.  ",politicsNews,no
 Donald Trump Is Destroying The Country’s Reputation And Here’s Proof,"During the election, when Donald Trump wasn t bellowing  Lock her up  about Hillary Clinton, he was manufacturing a narrative in which President Obama had turned our country into a dystopia in which we ve lost all respectability throughout the world.We need a President who isn't a laughing stock to the entire World. We need a truly great leader, a genius at strategy and winning. Respect!  Donald J. Trump (@realDonaldTrump) August 9, 2014  As usual, Trump was more about projection than the truth. We can t be sure if he knew he was going to destroy our reputation around the world, but he did. In a survey released on Thursday, our standing in the world tumbled all the way from number one to number six. The power and quality of each country s  brand image  was measured by the Nation Brands Index (NBI) survey, which was conducted by German-based market research firm GfK and British political consultant Simon Anholt. The final NBI score was decided after collecting public opinion on 50 different countries on primarily six categories: its  people,   governance,   exports,   tourism,   investment and immigration,  and  culture and heritage. According to popular public opinion, the U.S. dropped to the sixth place while Germany rose to claim the prestigious first spot. Germany stood second in the same survey last year while the first place was held by the U.S. After just a year, the U.S. is lagging behind Germany, France, Britain, Canada and Japan.Source: IBTimesThis isn t the first time the world has taken notice of the fact that we have a greedy, uncivilized, unethical half-wit at the helm of the largest economy and the largest military in the world.In September, a Pew poll found that the world favored Obama over Trump by a significant number. Out of 37 countries, only two liked Trump better. Only Russia (hmmmm) and Israel were happier with Trump. As for the rest of the world, the drop in popularity wasn t just in double digits, it was, as Trump might say, huuuuge! Only 10 percent of Swedes trust Trump not to start World War III. 93 percent of Swedish people trusted Obama. Okay, the survey didn t specify World War but it did ask if they trusted the U.S. president to handle world affairs.The rest of the world wasn t quite as dramatic, but as you can see from this chart below, the world really hates Trump.In July, his results were somewhat better, but he was still wildly hated by the majority of the world s citizens.This is a lot bigger deal than just a few statistics. It took a long time to build our standing in the world. Since World War II, right or wrong, the United States has been seen as a moral leader. We are certainly an economic leader. Now we have no leg to stand on, even when fighting for own interests. We may be witnessing the death of the world s longest living democracy and it s all because millions of people threw a temper tantrum over the fact that a black man was president and that a woman wanted to be president.Featured image via Pool/Getty Images.",News,yes
House panel asks Trump ex-top aide Bannon to testify: Bloomberg,"WASHINGTON (Reuters) - Steve Bannon, a former top White House strategist and a former chief campaign aide to Donald Trump, has been asked to testify before the U.S. House of Representatives intelligence panel next month, Bloomberg News reported. Corey Lewandowski, Trump’s former campaign manager, was also asked to testify in early January, Bloomberg reported on Friday, citing an official familiar with the committee’s schedule.  Representatives for the committee did not immediately respond to inquiries for comment. The panel is probing alleged Russian meddling into the 2016 U.S. election. ",politicsNews,no
White House says tax bill will not hurt Puerto Rico,"WASHINGTON (Reuters) - Sweeping tax code changes aimed at keeping U.S. companies from shifting profits offshore to avoid taxes will not affect the battered economy of Puerto Rico, a senior White House official said on Wednesday. Puerto Rico Governor Ricardo Rossello has said the provisions in a new tax bill passed by Congress could prompt drug and medical device manufacturers to leave the island territory, which is considered a foreign jurisdiction for tax purposes. “I personally do not think that this is going to hurt Puerto Rico,” the White House official told reporters, speaking on condition of anonymity. The tax base erosion provisions in the bill provide exemptions for the cost of goods U.S. companies buy offshore, meaning supplies made in Puerto Rico would not be affected, the White House official said. The manufacturing plants are an economic lifeline for 3.4 million Americans in the territory, where the economy never recovered after Congress in 2006 ended a different set of longstanding business tax breaks. Puerto Rico has $120 billion of combined bond and pension debt and near-insolvent public health systems, and filed the largest-ever U.S. government bankruptcy this year. Three months ago, Hurricane Maria slammed into the island, tearing up homes and the power grid and bringing its economy to a halt. Congress is considering an $81 billion disaster aid bill - some of which is aimed at Puerto Rico - as part of a must-pass government funding bill. ",politicsNews,no
Trump on Twitter (Dec 28) - Global Warming,"The following statements were posted to the verified Twitter accounts of U.S. President Donald Trump, @realDonaldTrump and @POTUS.  The opinions expressed are his own. Reuters has not edited the statements or confirmed their accuracy.  @realDonaldTrump : - Together, we are MAKING AMERICA GREAT AGAIN! bit.ly/2lnpKaq [1814 EST] - In the East, it could be the COLDEST New Year’s Eve on record. Perhaps we could use a little bit of that good old Global Warming that our Country, but not other countries, was going to pay TRILLIONS OF DOLLARS to protect against. Bundle up! [1901 EST] -- Source link: (bit.ly/2jBh4LU) (bit.ly/2jpEXYR) ",politicsNews,no
"Trump says Russia probe will be fair, but timeline unclear: NYT","WEST PALM BEACH, Fla (Reuters) - President Donald Trump said on Thursday he believes he will be fairly treated in a special counsel investigation into Russian meddling in the U.S. presidential election, but said he did not know how long the probe would last. The federal investigation has hung over Trump’s White House since he took office almost a year ago, and some Trump allies have in recent weeks accused the team of Justice Department Special Counsel Robert Mueller of being biased against the Republican president. But in an interview with the New York Times, Trump appeared to shrug off concerns about the investigation, which was prompted by U.S. intelligence agencies’ conclusion that Russia tried to help Trump defeat Democrat Hillary Clinton by hacking and releasing embarrassing emails and disseminating propaganda. “There’s been no collusion. But I think he’s going to be fair,” Trump said in what the Times described as a 30-minute impromptu interview at his golf club in West Palm Beach, Florida. Mueller has charged four Trump associates in his investigation. Russia has denied interfering in the U.S. election. U.S. Deputy Attorney General Rod Rosenstein said this month that he was not aware of any impropriety by Mueller’s team. Trump’s lawyers have been saying for weeks that they had expected the Mueller investigation to wrap up quickly, possibly by the end of 2017. Mueller has not commented on how long it will last. Trump told the Times that he did not know how long the investigation would take. “Timing-wise, I can’t tell you. I just don’t know,” he said. Trump said he thought a prolonged probe “makes the country look bad” but said it has energized his core supporters. “What it’s done is, it’s really angered the base and made the base stronger. My base is strong than it’s ever been,” he said. The interview was a rare break in Trump’s Christmas vacation in Florida. He has golfed each day aside from Christmas Day, and mainly kept a low profile, apart from the occasional flurry of tweets. He spent one day golfing with Republican Senator David Perdue from Georgia, who has pushed legislation to cap immigration numbers, and had dinner on Thursday with Commerce Secretary Wilbur Ross, an international trade hawk. Trump told the Times he hoped to work with Democrats in the U.S. Congress on a spending plan to fix roads and other infrastructure, and on protections for a group of undocumented immigrants who were brought to the United States as children. Trump spoke about trade issues, saying he had backed off his hard line on Chinese trade practices in the hope that Beijing would do more to pressure North Korea to end its nuclear and missile testing program. He said he had been disappointed in the results. He also complained about the North American Free Trade Agreement (NAFTA), which his administration is attempting to renegotiate in talks with Mexico and Canada. Trump said Canadian Prime Minister Justin Trudeau had played down the importance of Canadian oil and lumber exports to the United States when looking at the balance of trade between the two countries. “If I don’t make the right deal, I’ll terminate NAFTA in two seconds. But we’re doing pretty good,” Trump said. ",politicsNews,no
Democrat wins by one vote in Virginia legislative election recount," (Corrects spelling of Virginia House of Delegates member David Yancey throughout in this Dec. 19 story.) By Sharon Bernstein (Reuters) - Virginia Democrat Shelly Simonds won a seat in the House of Delegates by one vote, changing the power balance in the state legislature and extending a tide of Democratic victories beginning with November’s capture of the governorship and several legislative seats. Simonds beat incumbent David Yancey in a recount held Tuesday, both parties said in statements released after the unofficial vote recount was completed by officials in Newport News. “Never, ever forget how very much your vote counts,” House of Delegates member David Toscano said on Twitter, one of many Democrats rejoicing that a single vote handed them the seat. “I want to thank the voters who came out on Nov. 7,” Simonds said in a news release. “It wouldn’t have happened without their participation.” Republican leaders in the House of Delegates welcomed Simonds and thanked Yancey for his service, but the chairman of the state party vowed to fight on. “Today, our opponents carried the day,” Republican Party of Virginia Chairman John Whitbeck said in a statement emailed to Reuters. “Tomorrow, we begin again.” Simonds’ election, which still must be affirmed by a panel of three judges, means that the 100-member House of Delegates will have an equal number of Democrats and Republicans.  That could lead to more moderate policies by forcing the parties to share power. Before the Nov. 7 general election, Republicans held 66 seats to Democrats’ 34, along with a majority in the state senate, according to the election information website Ballotpedia. The GOP still holds a slim margin in the senate. Also on Nov. 7, the state elected Democrat Ralph Northam in a bitter race for governor, dealing a setback to President Donald Trump with a decisive victory over a Republican who had adopted some of the president’s combative tactics and issues. Democrats also picked up a hotly contested Senate seat in Alabama this month, after Democrat Doug Jones narrowly defeated Republican Roy Moore in a special election to replace former Senator Jeff Sessions, now President Trump’s Attorney General. Democratic Party activists hope their candidates can ride to victories in the 2018 Congressional elections on a wave of voter disenchantment with Trump and his Republicans.  Four legislative races, including the Simonds-Yancey battle in the 94th District, were slated for recounts. Going into the 94th District recount, Yancey was ahead by just 10 votes. On Tuesday, that changed, and Simonds clinched with a margin of one. ",politicsNews,no
Senate to vote on final tax bill Tuesday evening: McConnell,"WASHINGTON (Reuters) - The U.S. Senate will vote on final tax legislation on Tuesday evening, Senate Republican leader Mitch McConnell said, potentially allowing President Donald Trump to sign the bill into law as early as Wednesday. “Congress is standing at the doorstep of a historic opportunity,” McConnell said on the floor of the Senate as he announced the vote’s timing. The House of Representatives is scheduled to vote on the same legislation at 1:30 p.m. EST (1830 GMT). If both chambers of Congress pass the bill, Trump will be able to meet his goal of signing it into law before Christmas. ",politicsNews,no
 White House Panics Knowing Flynn Is Going To Take Them Down,"While Donald Trump has been taking vacations, special counsel Robert Mueller has been working hard on the Russia investigation. Instead of golfing this weekend, we suggest that the former reality show star huddle with his lawyers. Trump s former national security adviser Michael Flynn pleaded guilty to lying to the FBI about conversations with the Russian ambassador and he s fully cooperating with Mueller. As part of the plea deal, Flynn admitted that he was directed by a senior member of the Trump transition team to make contact with Russian officials in December. In addition, Flynn is prepared to testify that Trump as a candidate, ordered him to make contacts with the Russians.This marks the first instance of solid proof that there was collusion between team Trump and a hostile foreign government.On Friday, just after the news broke, the White House insisted that Flynn s guilty plea will not implicate Trump or anyone else in the White House.The White House said in a statement that Flynn was fired for making false statements to Trump officials, and that he worked for the administration for a short time   and that he was a former Obama administration official. The false statements involved mirror the false statements to White House officials which resulted in his resignation in February of this year,  said White House lawyer Ty Cobb.  Nothing about the guilty plea or the charge implicates anyone other than Mr. Flynn. The White House then referred to Flynn as the  former National Security Advisor at the White House for 25 days  as well as  a former Obama administration official. However, the White House left out a few important details. President Obama fired Flynn as head of the Defense Intelligence Agency and he also warned Trump about Flynn during a discussion two days after the election and emphasized that he had concerns about him joining the national security team for the new president.On top of that, just after Flynn was forced to resign, Trump called him a  wonderful man  who was treated unfairly by the media.Photo by David Becker/Getty Images.",News,yes
 Trump Wakes Up To Scream At Black People After Hurling A Racial Slur Yesterday,"Donald Trump thinks if he rage-tweets about NFL players who choose to kneel instead of stand during the national anthem as a form of silent protest against racial injustice and police brutality, it will all go away but by doing that, he inadvertently highlights that there is a problem. The former reality show star dropped a racial slur yesterday in front of Native American heroes, then today, he jumped on Twitter to yell at black people. We see a pattern here. At least 24 players kneeling this weekend at NFL stadiums that are now having a very hard time filling up,  Trump screamed at the world.  The American public is fed up with the disrespect the NFL is paying to our Country, our Flag and our National Anthem. Weak and out of control! At least 24 players kneeling this weekend at NFL stadiums that are now having a very hard time filling up. The American public is fed up with the disrespect the NFL is paying to our Country, our Flag and our National Anthem. Weak and out of control!  Donald J. Trump (@realDonaldTrump) November 28, 2017This didn t go down well on the Internet.Hey Mr. Clumsy, Now that you have added the Native Americans to the long list of Americans you insulted, can you make life easier on us and just tell us when and where you ll be using the  N  word? The suspense is killing us. #disgrace      (@ronenbergen) November 28, 2017Collin Kapernick was named Time person of the year. Way to go Collin #Time #TakeAKnee  Winning MN (@WinningMN) November 28, 2017Let it go. Your just mad because they aren t doing what YOU want them to do.  Rick Laferriere (@RickLaf2) November 28, 2017The American public is fed up with the disrespect the President is paying to blacks, browns, mexicans, gays and all women since he entered office.  Hafiz Shariff (@HafizDoc) November 28, 2017Mr. Trump, you are fake news. https://t.co/7LA9ExaK3b  Leanne (@MsTeacher80) November 28, 2017""Weak and out of control!"" Pot calling the kettle black. pic.twitter.com/6ovSNvbStm  Dan (QWERTYGEO) (@The_QWERTYGEO) November 28, 2017Disrespect is being an a-hole while trying to honor code talkers while standing in front of Andrew Jackson.  kimberly (@kdd75) November 28, 2017According to numbers compiled by the Associated Press from its reporters at stadiums around the country on Sunday, it was 23 not 24 players who participated in the protests.As for Trump s claim about a lack of attendance, attendance through Week 12 was listed at nearly 12 million fans for the league s 32 teams by Pro Football Reference, with Week 12 drawing just over 1 million, according to The Washington Post.The average attendance at NFL games was actually up slightly, from 68,914 per game in 2016 to 69,264 per game, so President Liar Pants lied again. If he wants to talk about attendance, we can discuss his unenthusiastic inauguration crowd size. As for his ratings, he ranks as the least popular president in the history of polling.Donald Trump is actively trying to divide our country even more than it already is. Trump s obsession with NFL athletes protesting against racial injustice is obvious, and yet, he didn t seem to be concerned about the tiki-torch carrying Nazis who marched in his name in Charlottesville this year.Trump s outrageous attacks during the past two days mean that some big news is about to drop. Wait for it.Photo by Chip Somodevilla/Getty Images.",News,yes
U.S. tax cuts won't make housing more affordable: analysts,"(Reuters) - The U.S. tax overhaul as currently proposed will make housing less affordable, according to nearly half of the property market experts polled by Reuters, with another third saying it would not do anything to improve it. A decade on from the start of the crash that knocked more than a third off U.S. home values and led to a deep global recession, the housing market has bounced back smartly. U.S. house prices are expected to rise next year and in 2019, faster than predicted just a few months ago and at more than double the rate of underlying consumer inflation and wages. That is in sharp contrast to the outlook for Britain. [GB/HOMES] The S&P/Case Shiller composite index of U.S. home prices in 20 metropolitan areas is expected to gain 5.1 percent next year and 4.2 percent in 2019. The main challenge currently is a chronic shortage of homes, which is pushing prices beyond the reach of new buyers, who tend to be young and not particularly well-paid and, if university-educated, already saddled with huge amounts of debt. Now adding to those concerns is an effort by President Donald Trump’s administration to overhaul the tax code, which analysts say could undermine any potential improvements in affordability in the housing market. The Republican tax proposal allows interest payment deductions on mortgage debt up to $750,000, down from the current $1 million. The House of Representatives is scheduled to vote on the tax bill on Tuesday afternoon, and Senate Majority Leader Mitch McConnell said his chamber would vote on Tuesday evening. Twelve of 26 analysts who answered an extra question said the tax bill in its current form will probably make housing more expensive. Eight respondents said it would do nothing and only six expected it would improve affordability. “Losing the tax deduction of mortgage payments and property taxes - of having deductibility limited - makes housing less attractive and less affordable,” said Robert Brusca, chief economist at FAO Economics. But he added: “The Trump/Congress plan is such a not-well-thought-out-mess it’s hard to tell how it will impact people in a systematic way.” Asked to rate affordability on a scale of 1 being the cheapest and 10 the most expensive, the median answer was 6. While the latest consensus on U.S. housing affordability has not changed in more than a year of polling, the range of forecasts has narrowed. “We think there’s a possibility that if the tax bill is successful in generating economic growth, housing affordability could take a turn for the worse,” noted Ralph McLaughlin, economist at Trulia in San Francisco.  “This is because the housing market has a supply, not a demand problem, so any policies that generate growth without boosting supply could make homes even more expensive than they already are.” Another challenge has been lingering for years. While the unemployment rate has plunged to a 17-year low of 4.1 percent, annual wage growth has not broken above 2.9 percent since the Great Recession that ended about eight years ago. “Home prices have been appreciating circa 5-6 percent well above wage growth at 2-2.5 percent, decreasing affordability for the average buyer, particularly first-time homebuyers strapped with student loan debt and facing still modest labor market opportunities,” said Lindsey Piegza, chief economist at Stifel in Chicago. She also pointed out that eliminating mortgage interest rate deductions will make housing less affordable.  The latest housing market data indicates that turnover is still far from the overheating boom rates from before the financial crisis. Existing home sales rose to a seasonally-adjusted annualized rate of 5.48 million units in October, but well below the peak above 7 million units in 2005.  Property analysts now forecast annualized existing home sales in each quarter next year to average 5.5-5.6 million, less than the 5.70-million-unit pace hit in March, which was the highest since February 2007.  Those latest projections were also weaker than expected in a Reuters poll in August. But data on Monday showed U.S. single-family homebuilding and permits rose in November to a level not seen since August 2007 and confidence among homebuilders soaring to near an 18-1/2-year high in December, in a hopeful sign for a housing market that has been struggling with supply constraints. The U.S. Federal Reserve expects to raise interest rates three times next year. While lifting short-term rates won’t necessarily push up longer-term market rates, the path of least resistance is higher. Still, the latest Reuters consensus for mortgage rates was lower than what was forecast in the previous survey in August. The 30-year mortgage rate is expected to average 4.24 percent next year, rising to 4.65 percent in 2019 and 5.00 percent in 2020. Analysts were evenly split in the poll on whether a faster pace of rate hikes from the Fed would significantly slow activity.  “If there are more than three hikes, it is likely that the Fed would be responding to stronger economic growth pushing inflation up – and that stronger growth would offset the rise in rates,” said David Berson, chief economist at Nationwide Insurance in Columbus, Ohio. ",politicsNews,no
 Texas Governor Just Broke With Trump; This Is Unprecedented,"Republicans in Texas, including Gov. Greg Abbott, ripped into the new $44 billion White House disaster relief aid request as  inadequate.  It s been two months since the state was devastated by Hurricane Harvey and Donald Trump has failed on his promise to rebuild Texas. Abbott s criticism is strikingly different than the day after Trump visited Texas in the aftermath of the hurricane. His commitment was firm, strong and unequivocal,  Abbott said at the time.  That he was going to do everything he could to ensure that Texas will be restored as swiftly, as effectively as possible. But now, two months later, Republicans are calling the response  wholly inadequate,  according to the Dallas News.The White House disaster relief aid request falls well short of the demands made by officials from Texas, Florida and Puerto Rico.Greg Abbott said that the request  does not live up  to what Trump pledged in recovery aid. Abbott noted during a news conference that he s still reviewing the White House request but that it appears to be  completely inadequate.  What s more, Abbott said, it  does not live up  to what Trump has pledged in recovery aid, then he said that Washington worked faster for victims of Superstorm Sandy than for Harvey. Superstorm Sandy hit in 2012 during the Obama administration, by the way. The president has told me privately what he said publicly, and that is he wants to be the builder president. The president has said he wants this to be the best recovery from a disaster ever,  Abbott said.It s not just Abbott. Texas Sen. John Cornyn, the No. 2 Republican, blasted the request as  wholly inadequate.  A chorus of Texas lawmakers slammed it as insufficient.Houston Rep. John Culberson, a Republican and appropriations committee member, ripped Trump s recovery efforts, calling the request a  complete lack of understanding of the fundamental needs of Texans  and said it is a  nightmare  for Harvey survivors.Democrats, too, including Senate Minority Leader Chuck Schumer and Florida Sen. Bill Nelson, are criticizing the measure as measly.If only someone has warned Abbott and his Republican colleagues to not trust Trump, then maybe they wouldn t be so shocked. Maybe we would have a different leader who has the ability to deal with critical issues. Wait, they were warned, weren t they?Photo by Alex Wong/Getty Images.",News,yes
 CNN CALLS IT: A Democrat Will Represent Alabama In The Senate For The First Time In 25 Years,"Alabama is a notoriously deep red state. It s a place where Democrats always think that we have zero chances of winning   especially in statewide federal elections. However, that is just what happened on Tuesday night in the Special Election to replace Senator Jeff Sessions. Doug Jones, the Democratic Senate candidate who is known in the state for prosecuting the Ku Klux Klan members who bombed a church during the Civil Rights Movement and killed four little African American girls, will be the next Senator from Alabama. CNN has just called the race, as there seems no more GOP-leaning counties out there.To contrast, Roy Moore had been twice removed from the Alabama Supreme Court as Chief Justice for violating the law, and was also credibly accused of being a sexual predator toward teen girls. Despite all of that, though, the race was a nail biter, because Moore has a long history and a deep base in Alabama. Of course, decent people   including Republicans   were horrified at the idea of a man like Roy Moore going to the Senate. Despite the allegations of sexual predation, Moore also had said many incendiary things, such as putting forth the idea that Muslims shouldn t be allowed in Congress, that homosexuality should be illegal, and that America was great when slavery was legal. And that s just for starters, too.Thank you Alabama, for letting sanity prevail in this race. Oh, and a message to Democrats   this is proof we can compete everywhere. Get a fifty state strategy going so we can blow the GOP outta the water in 2018.Featured image via Justin Sullivan/Getty Images",News,yes
Trump Cabinet officials to visit Puerto Rico to assess recovery,"WASHINGTON (Reuters) - Two members of President Donald Trump’s Cabinet are set to visit Puerto Rico on Tuesday to assess the U.S. territory’s rebuilding in the three months since Hurricane Maria devastated homes, businesses and the power grid. Homeland Security Secretary Kirstjen Nielsen and Housing and Urban Development Secretary Ben Carson will travel to Puerto Rico, where about a third of the island’s 3.4 million residents are still without power, hundreds remain in shelters, and thousands have fled to the U.S. mainland. The visit comes as Republicans in the U.S. House of Representatives on Monday were planning to unveil a disaster aid package totaling $81 billion, according to a senior congressional aide. Some of that aid would go to Puerto Rico, but also to states like Texas and Florida that were hit by other hurricanes and to California, which is grappling with wild fires. Even before Maria savaged Puerto Rico, the island was contending with $72 billion in debt. Puerto Rican Governor Ricardo Rossello has asked the federal government for a total of $94.4 billion in aid, including $31.1 billion for housing and $17.8 billion to rebuild its ruined power grid. The Federal Emergency Management Agency (FEMA) has so far approved more than $660 million in aid for individuals in Puerto Rico as well as more than $450 million in public assistance. Nielsen and Carson will receive detailed briefings on rebuilding efforts and see how federal aid is helping residents to recover, a DHS official said. Nielsen, who oversees FEMA, and Rossello are slated to hold a news conference. The visit comes as Congress prepares to vote on a tax overhaul bill that Puerto Rican officials have said they fear will hurt the commonwealth’s pharmaceutical manufacturing sector - the cornerstone of the island’s economy - at a time when Puerto Rico can least afford to lose jobs and tax revenue. Puerto Rico’s government has said 64 people died because of the hurricane, but after multiple media estimates of dramatically higher figures, Rossello on Monday ordered an official review of the death toll. ",politicsNews,no
 Trumpsters Launch Insane Conspiracy Theory About The Boot On John McCain’s Foot,"Senator John McCain (R-AZ) was treated at Walter Reed Medical Center over the weekend for a minor tear in his right Achilles tendon, according to his website which further explains that he has returned to work in the Senate and will be wearing a walking boot until his injured tendon is fully healed. I can t tell you how much I hate wearing this boot!  McCain tweeted.I can't tell you how much I hate wearing this boot! https://t.co/W6zClDRpFb pic.twitter.com/x3mDC4n11H  John McCain (@SenJohnMcCain) November 6, 2017McCain then posted a photo on Twitter from his daughter Meghan s wedding in which his walking boot was on his left foot, but previously he was seen wearing it on his right foot.Mother, father & puppy of the bride in beautiful Cornville #Arizona yesterday! pic.twitter.com/sd3rsye1OV  John McCain (@SenJohnMcCain) November 22, 2017Instead of concentrating on the real concern which is that McCain appears to be shapeshifting into Mike Pence, Trump supporters were sure they had the goods on the Arizona Republican because of his boot. So, far right-wing sites such as Gateway Pundit, a blog which was gifted with White House credentials (!), wrote up the breaking news about the boot-switch.Comments poured in the thread under the post, many speculating that McCain is under house arrest and wearing an ankle monitor. Trump supporters weighed in on Twitter, too.John McCain's walking boot mysteriously appears to swap feet in latest photo-It s official #bootgate is real https://t.co/nC3q3mYK5w  Eazy Duz MAGA (@socalmike_SD) November 23, 2017*hypocrite.WHAT A HIPOCRITE!!!  Deborah F. Kellum (@DKellum19761) November 23, 2017This guy is totally losing his sh*t over the boot.This demonstrates yet again the scared corrupt Dems / with photo evidence @SenJohnMcCain mistakenly thinks the #USA Trusts him & Crooked Hillary This #BootGate will not fly when you tell a lie.. you sir cannot be trusted #Resign pic.twitter.com/kMAu6kuA0q  MBNI (@MBNI_) November 23, 2017@SenJohnMcCain do you have something to share with us? #bootgate pic.twitter.com/AOPAejLALY  Nimble Navigator (@basedcentipede1) November 22, 2017It's amazing how many ""Democrats"" are out in force to throw shade on the McCain ""BootGate."" Why is it so important to them and why are they so adamant that this a ""fake flipped"" image when it's clearly not?Weird #DasBoot #McCainBoot #BootGate pic.twitter.com/YnhqWgsB14  Balance (@Balance_In_Life) November 23, 2017Did @SenJohnMcCain use a REAL DOLL & Leave the Country or is that a Corpse?I Wouldn't put anYthing past him!!!Hair looks like felt on Right & Hands Look Unnatural**See Linked Tweet Above pic.twitter.com/4d29kY8SJP  Kate Mazzochetti (@1st5d) November 22, 2017  @senJohnMcCain caught faking an injury! #McCain IS NOT In Pain!Why is #JohnMcCain lying to the American public? BUSTED!!  Share this EVERYWHERE! #BootGate #FollowtheWhiteRabbit.   #QAnon pic.twitter.com/OLlYcFha0Z  Truth Report (@realtruthreport) November 23, 2017Can you say #Ankle Monitoring Bracelet !  @11S_L_2016_Cat @1VirtualPixie #Bootgate pic.twitter.com/OQEjK8ncE7      Penny   (@PVotedtrump) November 23, 2017Because of the insane conspiracy theory, McCain was forced to explain in a tweet. Thank you for your support & best wishes,  McCain tweeted.  My left leg was doing extra work to compensate for the boot, so I m giving it a break. I still hate wearing this boot, but it won t slow us down from frying 7 turkeys today! Thank you for your support & best wishes. My left leg was doing extra work to compensate for the boot, so I'm giving it a break. I still hate wearing this boot, but it won't slow us down from frying 7 turkeys today!  John McCain (@SenJohnMcCain) November 23, 2017As a surprise to no one ever, Trump supporters still do not believe McCain. The Arizona Senator has been receiving treatment for brain cancer after announcing in July that he had been diagnosed with glioblastoma, an aggressive form of the disease. The tendon tear is considered a  normal  side effect of his cancer therapy.Image via Twitter. ",News,yes
